 ADC1	 ADC2	 ADC3	 ADC4	 F1	 F2	 F3	 F4	 KE1	 KE2	 KE3	 KE4	 W1	 W2	 W3	 W4	N: Peptides	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
26.9468	26.1535	26.6348	27.6057	27.2887	27.0801	27.3923	27.9052	25.93	25.6905	26.5668	28.438	27.5702	27.5816	27.3729	29.8558	25	sp|A0QXE4|DERK_MYCS2	sp|A0QXE4|DERK_MYCS2	sp|A0QXE4|DERK_MYCS2 D-erythrulose kinase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=derK PE=1 SV=1
24.2611	24.4749	23.5545	25.434	25.5839	25.3955	25.376	25.0184	23.8837	22.6768	24.0247	24.1645	25.2923	25.3921	25.038	25.7522	9	sp|A0QXE5|DERI1_MYCS2	sp|A0QXE5|DERI1_MYCS2	sp|A0QXE5|DERI1_MYCS2 D-erythrulose-4-phosphate isomerase 1 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=derI1 PE=1 SV=1
23.5344	22.5422	23.4366	21.8115	23.0585	21.5895	22.915	22.9586	23.6655	23.9492	24.0281	25.403	23.3451	25.079	22.3781	24.4963	4	sp|A0QXJ6|GCS22_MYCS2	sp|A0QXJ6|GCS22_MYCS2	sp|A0QXJ6|GCS22_MYCS2 Putative glutamate--cysteine ligase 2-2 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3326 PE=3 SV=1
31.942	31.2567	31.5413	32.4581	31.0042	31.6322	31.3868	31.1699	32.5614	32.6801	32.5137	29.4808	32.4155	32.3403	32.4056	30.9335	58	sp|A0QXX7|KATG2_MYCS2	sp|A0QXX7|KATG2_MYCS2	sp|A0QXX7|KATG2_MYCS2 Catalase-peroxidase 2 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=katG2 PE=1 SV=1
28.7623	28.5414	28.7001	28.7409	28.7943	28.9575	28.7486	28.6081	28.5642	28.6535	28.5008	25.4627	28.8861	28.8887	28.9328	29.5723	20	sp|A0QY28|CINAL_MYCS2	sp|A0QY28|CINAL_MYCS2	sp|A0QY28|CINAL_MYCS2 CinA-like protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=cinA PE=3 SV=2
28.6818	28.4381	28.5471	28.6746	28.5968	28.1739	28.5104	27.724	27.9702	28.1672	28.1842	24.1872	28.6419	28.8771	28.4999	26.2905	22	sp|A0QYB3|XYPA_MYCS2	sp|A0QYB3|XYPA_MYCS2	sp|A0QYB3|XYPA_MYCS2 Xylitol-binding protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=xypA PE=1 SV=1
29.7704	30.0342	29.8498	30.2178	29.7764	29.7126	29.9869	28.7671	29.5437	29.5717	29.603	26.8192	30.373	30.1816	30.2262	29.7529	27	sp|A0QYB5|THPA_MYCS2	sp|A0QYB5|THPA_MYCS2	sp|A0QYB5|THPA_MYCS2 D-threitol-binding protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=thpA PE=1 SV=1
27.6342	27.5891	27.7112	28	28.2881	28.0065	28.1977	28.5632	27.5649	27.8425	28.0061	24.0911	28.7063	28.4436	28.6069	27.1446	7	sp|A0QYC2|DTHD_MYCS2	sp|A0QYC2|DTHD_MYCS2	sp|A0QYC2|DTHD_MYCS2 D-threitol dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=dthD PE=1 SV=1
31.8912	32.1286	32.076	31.6364	30.4463	29.4312	29.814	30.1315	31.3887	31.1518	31.1822	28.9108	31.5018	31.3401	31.6527	31.6258	37	sp|A0QYE0|URE1_MYCS2	sp|A0QYE0|URE1_MYCS2	sp|A0QYE0|URE1_MYCS2 Urease subunit alpha OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ureC PE=3 SV=1
30.703	30.8227	30.8223	30.4284	29.5375	28.3434	28.6131	29.077	30.3045	29.608	29.9194	23.4461	30.5523	30.3825	30.2715	29.5847	14	sp|A0QYE2|URE3_MYCS2	sp|A0QYE2|URE3_MYCS2	sp|A0QYE2|URE3_MYCS2 Urease subunit gamma OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ureA PE=3 SV=1
32.2805	32.0959	32.09	31.8189	31.7076	31.2731	31.1533	30.3629	32.2034	31.7112	32.0607	30.1981	32.0471	32.059	31.9811	30.4639	12	sp|A0QYG2|GARA_MYCS2	sp|A0QYG2|GARA_MYCS2	sp|A0QYG2|GARA_MYCS2 Glycogen accumulation regulator GarA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=garA PE=1 SV=2
31.4998	31.5925	31.7057	31.7632	31.4036	30.4558	30.8886	30.9697	31.5836	31.8905	31.8217	26.7401	31.7889	31.6163	31.8779	30.5312	5	sp|A0QYG3|GCSH_MYCS2	sp|A0QYG3|GCSH_MYCS2	sp|A0QYG3|GCSH_MYCS2 Glycine cleavage system H protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=gcvH PE=1 SV=1
29.4188	29.5487	29.4791	29.7038	30.3711	30.6264	30.5947	30.6282	29.6895	29.9613	29.7719	28.5671	29.7682	29.6734	29.5378	29.4104	59	sp|A0QYG9|SECA2_MYCS2	sp|A0QYG9|SECA2_MYCS2	sp|A0QYG9|SECA2_MYCS2 Protein translocase subunit SecA 2 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=secA2 PE=1 SV=1
23.0321	21.6513	22.8845	23.5589	23.4709	24.4984	23.2079	23.1863	22.7907	23.0862	23.0387	24.5374	23.3882	23.0643	22.3684	22.9873	1	sp|A0QYL8|MFSEP_MYCS2	sp|A0QYL8|MFSEP_MYCS2	sp|A0QYL8|MFSEP_MYCS2 MFS-type efflux pump MSMEG_3705 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3705 PE=3 SV=1
30.726	30.6513	30.7448	30.5934	30.8192	31.334	31.1694	30.8351	30.9244	30.8561	31.1207	28.0607	30.7405	30.6942	30.7632	29.4363	42	sp|A0QYQ7|PYRG_MYCS2	sp|A0QYQ7|PYRG_MYCS2	sp|A0QYQ7|PYRG_MYCS2 CTP synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pyrG PE=1 SV=1
29.3546	28.9438	29.4863	28.9524	28.8035	28.6275	29.0149	28.8142	29.0699	29.2253	28.7898	28.1238	29.304	28.9931	29.2347	29.6176	27	sp|A0QYS5|ARLY_MYCS2	sp|A0QYS5|ARLY_MYCS2	sp|A0QYS5|ARLY_MYCS2 Argininosuccinate lyase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=argH PE=1 SV=1
31.2118	31.2193	31.22	31.4233	31.5753	31.507	31.5016	31.3601	30.7973	30.1622	30.3666	27.6661	31.3479	31.3924	31.4408	30.1874	35	sp|A0QYS6|ASSY_MYCS2	sp|A0QYS6|ASSY_MYCS2	sp|A0QYS6|ASSY_MYCS2 Argininosuccinate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=argG PE=3 SV=1
29.5729	29.5573	29.6005	29.3126	29.0641	28.9889	29.1396	29.5307	29.4476	29.158	29.0207	29.356	29.2085	29.2058	29.3355	27.1059	17	sp|A0QYS8|OTC_MYCS2	sp|A0QYS8|OTC_MYCS2	sp|A0QYS8|OTC_MYCS2 Ornithine carbamoyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=argF PE=1 SV=1
28.9771	28.9458	28.9545	28.9665	28.9848	28.6357	29.17	29.1825	29.2431	28.6608	28.7494	26.9925	29.3149	29.2493	29.1337	29.0207	18	sp|A0QYS9|ARGD_MYCS2	sp|A0QYS9|ARGD_MYCS2	sp|A0QYS9|ARGD_MYCS2 Acetylornithine aminotransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=argD PE=1 SV=1
28.6879	28.8978	28.7432	28.3965	28.8839	29.0681	29.0404	27.7914	28.4883	28.3616	27.9421	25.0096	29.0907	28.774	29.1474	26.5979	18	sp|A0QYT0|ARGB_MYCS2	sp|A0QYT0|ARGB_MYCS2	sp|A0QYT0|ARGB_MYCS2 Acetylglutamate kinase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=argB PE=1 SV=1
30.1658	30.3183	30.442	30.3545	30.4264	31.1012	31.1444	31.4328	30.3461	30.569	30.6098	30.3206	30.5882	30.4138	30.4257	28.9481	15	sp|A0QYU6|RL20_MYCS2	sp|A0QYU6|RL20_MYCS2	sp|A0QYU6|RL20_MYCS2 50S ribosomal protein L20 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rplT PE=1 SV=1
29.0037	29.9514	29.8042	29.184	28.5794	28.9947	29.2372	29.0611	29.5139	28.864	28.9592	31.2545	29.2144	29.7003	29.4234	28.769	7	sp|A0QYU7|RL35_MYCS2	sp|A0QYU7|RL35_MYCS2	sp|A0QYU7|RL35_MYCS2 50S ribosomal protein L35 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rpmI PE=1 SV=1
27.6822	27.6338	27.6241	27.9416	27.5759	27.1765	27.1357	27.6111	27.6852	27.7283	28.0757	25.2096	27.9373	28.1292	27.8156	28.9222	27	sp|A0QYV1|LYSX_MYCS2	sp|A0QYV1|LYSX_MYCS2	sp|A0QYV1|LYSX_MYCS2 Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=lysX PE=3 SV=2
32.2561	32.4487	32.3909	32.4476	33.4836	33.7429	33.8785	32.9921	32.6786	32.5764	32.4965	29.6746	32.709	33.0121	32.8645	30.255	60	sp|A0QYY6|RS1_MYCS2	sp|A0QYY6|RS1_MYCS2	sp|A0QYY6|RS1_MYCS2 30S ribosomal protein S1 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rpsA PE=1 SV=1
23.234	22.391	23.5172	22.8705	23.1542	23.4411	24.0336	22.8986	24.801	23.1288	23.4323	24.6922	21.941	23.0514	23.4069	23.509	2	sp|A0QYZ8|Y3845_MYCS2	sp|A0QYZ8|Y3845_MYCS2	sp|A0QYZ8|Y3845_MYCS2 UPF0235 protein MSMEG_3845 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3845 PE=3 SV=1
28.9867	29.1384	28.7541	29.3493	28.0206	28.0808	28.1169	28.5945	29.0786	28.942	29.0646	29.5626	29.1094	28.9134	28.7182	30.6619	11	sp|A0QZ11|RBPA_MYCS2	sp|A0QZ11|RBPA_MYCS2	sp|A0QZ11|RBPA_MYCS2 RNA polymerase-binding protein RbpA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rbpA PE=1 SV=2
27.2075	27.37	27.1188	26.9499	28.4375	28.8795	28.7318	28.3327	27.2073	27.5101	26.6446	24.3713	27.5243	27.406	27.5067	26.6672	15	sp|A0QZ12|PPM1_MYCS2	sp|A0QZ12|PPM1_MYCS2	sp|A0QZ12|PPM1_MYCS2 Polyprenol monophosphomannose synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ppm1 PE=1 SV=1
23.5816	23.2144	23.7315	24.1119	23.8562	25.3971	25.443	23.6176	24.2003	24.4438	23.2623	24.3073	23.4301	22.9269	22.2162	25.623	7	sp|A0QZ13|LNT_MYCS2	sp|A0QZ13|LNT_MYCS2	sp|A0QZ13|LNT_MYCS2 Apolipoprotein N-acyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=lnt PE=1 SV=2
30.1262	30.3848	30.572	29.437	30.1623	28.8477	28.8488	28.1715	29.7375	29.3966	29.229	31.5584	30.0309	29.969	30.0637	27.6034	6	sp|A0QZ40|TATA_MYCS2	sp|A0QZ40|TATA_MYCS2	sp|A0QZ40|TATA_MYCS2 Sec-independent protein translocase protein TatA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=tatA PE=3 SV=1
29.8804	30.0003	29.8485	30.0453	30.1607	30.2992	30.1403	30.3439	29.8879	30.138	30.059	27.2016	29.846	29.7595	29.8138	29.1281	45	sp|A0QZ42|PAFA_MYCS2	sp|A0QZ42|PAFA_MYCS2	sp|A0QZ42|PAFA_MYCS2 Pup--protein ligase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pafA PE=1 SV=1
31.6087	31.6703	31.6351	31.6542	31.2469	31.3507	31.4766	31.7909	31.9508	32.1634	31.9329	32.6799	31.604	31.5756	31.5892	32.2055	21	sp|A0QZ46|PSA_MYCS2	sp|A0QZ46|PSA_MYCS2	sp|A0QZ46|PSA_MYCS2 Proteasome subunit alpha OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=prcA PE=1 SV=1
31.6445	31.5879	31.4984	31.5063	31.1737	31.2589	31.299	31.1645	31.8794	31.8025	31.5168	32.9212	31.577	31.4841	31.6203	32.2281	27	sp|A0QZ47|PSB_MYCS2	sp|A0QZ47|PSB_MYCS2	sp|A0QZ47|PSB_MYCS2 Proteasome subunit beta OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=prcB PE=1 SV=2
28.3972	28.4452	28.21	28.6315	28.7591	28.3244	28.765	29.0941	28.7647	28.5546	28.4713	28.8913	28.5905	28.5711	28.6374	27.7113	7	sp|A0QZ48|PUP_MYCS2	sp|A0QZ48|PUP_MYCS2	sp|A0QZ48|PUP_MYCS2 Prokaryotic ubiquitin-like protein Pup OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pup PE=1 SV=1
29.542	29.1294	29.3031	29.6146	29.8019	29.8867	30.2739	30.1616	29.9033	29.8633	29.7338	29.3194	29.5302	29.5741	29.6033	29.5199	35	sp|A0QZ49|DOP_MYCS2	sp|A0QZ49|DOP_MYCS2	sp|A0QZ49|DOP_MYCS2 Pup deamidase/depupylase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=dop PE=1 SV=1
31.1604	31.9387	31.7007	30.8457	31.9765	32.0628	32.1503	31.9624	31.6133	31.7583	31.7523	31.8075	30.8764	30.9286	30.9731	31.0955	58	sp|A0QZ54|ARC_MYCS2	sp|A0QZ54|ARC_MYCS2	sp|A0QZ54|ARC_MYCS2 Proteasome-associated ATPase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mpa PE=1 SV=1
28.296	27.9291	27.8671	29.3801	27.4424	27.2932	27.3716	27.184	26.7347	26.2555	26.6506	25.2044	28.3206	28.3714	28.4431	25.8761	14	sp|A0QZA1|Y3950_MYCS2	sp|A0QZA1|Y3950_MYCS2	sp|A0QZA1|Y3950_MYCS2 Universal stress protein MSMEG_3950/MSMEI_3859 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3950 PE=1 SV=1
22.9707	22.7305	22.9	23.5473	23.5775	24.3756	26.4313	25.5833	23.8678	23.2081	24.0156	24.0477	22.9851	23.5823	23.1753	23.7006	14	sp|A0QZE3|Y3995_MYCS2	sp|A0QZE3|Y3995_MYCS2	sp|A0QZE3|Y3995_MYCS2 Putative hydrolase MSMEG_3995/MSMEI_3903 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3995 PE=1 SV=1
28.0198	28.0594	27.6964	27.8643	26.8236	27.0346	27.079	29.4056	27.5743	27.0562	27.3787	25.3345	27.863	27.3372	27.2875	29.1945	7	sp|A0QZX2|HIS2_MYCS2	sp|A0QZX2|HIS2_MYCS2	sp|A0QZX2|HIS2_MYCS2 Phosphoribosyl-ATP pyrophosphatase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=hisE PE=3 SV=1
28.4844	28.5237	28.6563	28.3181	28.9302	29.361	29.1483	29.1667	28.1551	28.3554	28.2015	26.4434	28.2521	28.3772	28.6031	28.6359	30	sp|A0QZY0|MSHC_MYCS2	sp|A0QZY0|MSHC_MYCS2	sp|A0QZY0|MSHC_MYCS2 L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mshC PE=1 SV=1
28.3098	28.3607	28.2414	28.4471	27.7631	27.412	27.6738	27.9419	27.9617	28.1712	28.4953	26.4131	28.3056	28.2167	27.9607	28.4655	15	sp|A0QZY9|PYRD_MYCS2	sp|A0QZY9|PYRD_MYCS2	sp|A0QZY9|PYRD_MYCS2 Dihydroorotate dehydrogenase (quinone) OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pyrD PE=3 SV=1
26.6542	25.937	25.9505	27.7223	28.0429	26.4794	26.3684	27.0292	21.5046	23.4665	24.2468	23.1371	29.6038	29.2767	29.4644	29.3612	10	sp|A0QZZ6|Y4207_MYCS2	sp|A0QZZ6|Y4207_MYCS2	sp|A0QZZ6|Y4207_MYCS2 Universal stress protein MSMEG_4207 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4207 PE=1 SV=1
33.0668	33.1023	32.9663	33.3259	32.5605	32.5583	32.7094	32.8443	33.378	33.4084	33.1688	30.6241	33.1345	33.0821	32.9496	31.1179	35	sp|A0R006|WAG31_MYCS2	sp|A0R006|WAG31_MYCS2	sp|A0R006|WAG31_MYCS2 Cell wall synthesis protein Wag31 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=wag31 PE=1 SV=1
24.8288	25.2307	26.5067	26.3051	24.359	24.9371	25.3103	24.0828	25.5338	25.0036	25.2307	26.9734	27.0772	27.2757	27.1436	29.103	10	sp|A0R008|SEPF_MYCS2	sp|A0R008|SEPF_MYCS2	sp|A0R008|SEPF_MYCS2 Cell division protein SepF OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=sepF PE=3 SV=1
23.3427	23.3173	21.7687	23.4784	25.2172	25.4748	24.8772	22.3344	23.6003	25.2417	23.3835	24.1498	23.2246	22.4294	22.8023	24.3029	3	sp|A0R014|FTSQ_MYCS2	sp|A0R014|FTSQ_MYCS2	sp|A0R014|FTSQ_MYCS2 Cell division protein FtsQ OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ftsQ PE=3 SV=1
28.2818	27.9564	27.8761	28.3799	28.3623	28.3425	28.3963	28.3387	28.2739	28.3819	28.0868	26.7923	28.0378	28.1108	27.93	28.3239	17	sp|A0R015|MURC_MYCS2	sp|A0R015|MURC_MYCS2	sp|A0R015|MURC_MYCS2 UDP-N-acetylmuramate--L-alanine ligase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=murC PE=3 SV=1
28.2481	28.4984	28.3398	28.269	28.0835	28.0846	28.2612	27.8434	27.952	28.1717	27.8482	28.4013	28.3693	28.1088	28.3564	27.3247	22	sp|A0R016|MURG_MYCS2	sp|A0R016|MURG_MYCS2	sp|A0R016|MURG_MYCS2 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=murG PE=3 SV=1
26.9542	26.9665	26.9398	26.7884	27.3266	27.2665	27.3403	27.5079	26.767	26.564	27.128	28.1358	26.7701	27.0179	26.6679	28.319	17	sp|A0R018|MURD_MYCS2	sp|A0R018|MURD_MYCS2	sp|A0R018|MURD_MYCS2 UDP-N-acetylmuramoylalanine--D-glutamate ligase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=murD PE=3 SV=1
23.0557	23.752	23.2342	23.6787	24.294	22.465	21.757	23.2023	22.2799	24.1408	24.0386	24.6823	24.047	23.4234	22.4552	23.9832	2	sp|A0R019|MRAY_MYCS2	sp|A0R019|MRAY_MYCS2	sp|A0R019|MRAY_MYCS2 Phospho-N-acetylmuramoyl-pentapeptide-transferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mraY PE=3 SV=1
27.9671	27.8709	27.9094	27.9942	27.5948	27.3709	27.6075	27.006	27.7864	27.5907	28.1717	30.0602	27.8313	28.1879	27.9523	28.4649	20	sp|A0R024|RSMH_MYCS2	sp|A0R024|RSMH_MYCS2	sp|A0R024|RSMH_MYCS2 Ribosomal RNA small subunit methyltransferase H OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rsmH PE=3 SV=2
27.4069	27.9597	27.6256	27.5914	27.1632	26.9024	26.6918	27.8595	27.3337	27.6982	27.2942	25.4857	28.0622	28.0217	27.9328	28.9864	9	sp|A0R025|MRAZ_MYCS2	sp|A0R025|MRAZ_MYCS2	sp|A0R025|MRAZ_MYCS2 Transcriptional regulator MraZ OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mraZ PE=1 SV=1
29.1216	29.1789	28.8972	29.3978	29.8743	30.2211	30.3897	30.4885	29.2426	29.1692	29.1808	27.8888	29.5572	29.5763	29.6777	29.814	35	sp|A0R033|AROG_MYCS2	sp|A0R033|AROG_MYCS2	sp|A0R033|AROG_MYCS2 Phospho-2-dehydro-3-deoxyheptonate aldolase AroG OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=aroG PE=3 SV=1
24.072	22.591	23.7544	24.3716	24.4488	25.0407	25.1376	23.8032	23.4891	24.5432	23.3943	22.9553	24.4214	24.1375	23.7812	24.769	3	sp|A0R036|PIMG_MYCS2	sp|A0R036|PIMG_MYCS2	sp|A0R036|PIMG_MYCS2 Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4247 PE=1 SV=1
25.0606	25.6919	25.0535	25.5445	25.699	25.7974	25.7627	25.1633	25.4356	25.5402	25.366	25.5937	25.4517	25.3915	25.0948	25.2918	9	sp|A0R043|PIMB_MYCS2	sp|A0R043|PIMB_MYCS2	sp|A0R043|PIMB_MYCS2 GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pimB PE=1 SV=1
30.0869	30.4817	30.141	30.0817	29.7069	29.6037	29.6326	29.9394	29.703	29.791	29.7926	29.7449	30.3359	30.2036	30.1784	31.172	19	sp|A0R048|TRPD_MYCS2	sp|A0R048|TRPD_MYCS2	sp|A0R048|TRPD_MYCS2 Anthranilate phosphoribosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=trpD PE=1 SV=1
29.5116	29.7374	29.5212	29.56	29.8323	30.5978	30.5961	30.7426	30.0795	29.5964	29.5669	25.5103	29.8202	29.7786	29.6782	29.7459	23	sp|A0R066|ILVE_MYCS2	sp|A0R066|ILVE_MYCS2	sp|A0R066|ILVE_MYCS2 Branched-chain-amino-acid aminotransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ilvE PE=1 SV=1
23.2565	23.1839	22.998	23.9616	24.7862	25.6836	25.0315	23.9802	22.7871	23.6577	25.2463	24.6899	24.3871	24.2609	24.1061	24.5252	4	sp|A0R074|LIPB_MYCS2	sp|A0R074|LIPB_MYCS2	sp|A0R074|LIPB_MYCS2 Octanoyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=lipB PE=3 SV=1
22.7677	23.47	23.7545	23.1607	26.731	26.9238	27.0671	25.5765	23.8326	24.0077	23.9339	23.6927	23.8431	23.7347	23.7577	24.6663	11	sp|A0R075|LIPA_MYCS2	sp|A0R075|LIPA_MYCS2	sp|A0R075|LIPA_MYCS2 Lipoyl synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=lipA PE=3 SV=1
36.9048	36.7464	36.8769	36.6262	36.0168	35.3229	35.2852	35.6561	36.7845	36.3053	36.3147	33.7347	36.925	36.8072	36.7398	34.43	55	sp|A0R079|GLN1B_MYCS2	sp|A0R079|GLN1B_MYCS2	sp|A0R079|GLN1B_MYCS2 Glutamine synthetase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=glnA PE=1 SV=1
23.3626	23.2073	27.0752	27.2398	23.1002	22.866	24.1309	22.8368	22.6657	23.8149	23.5539	24.1698	22.9118	23.5957	22.0306	23.4694	3	sp|A0R080|DTD_MYCS2	sp|A0R080|DTD_MYCS2	sp|A0R080|DTD_MYCS2 D-aminoacyl-tRNA deacylase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=dtd PE=3 SV=1
28.5542	28.3822	28.4677	28.2521	28.3396	28.4849	28.547	28.4953	28.4566	28.6146	28.4593	27.1208	28.2164	28.2082	28.2746	29.4609	38	sp|A0R082|GLNE_MYCS2	sp|A0R082|GLNE_MYCS2	sp|A0R082|GLNE_MYCS2 Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=glnE PE=3 SV=1
31.2984	31.449	31.4231	31.373	31.4157	31.2005	31.1755	31.6299	31.6817	31.701	31.6534	29.1095	31.2356	31.1965	31.2224	30.6374	31	sp|A0R083|GLN1A_MYCS2	sp|A0R083|GLN1A_MYCS2	sp|A0R083|GLN1A_MYCS2 Glutamine synthetase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=glnA PE=1 SV=1
33.5604	33.4171	33.5124	33.462	32.9198	33.0063	32.9117	33.4038	33.6112	33.5676	33.6652	30.4741	33.4436	33.4284	33.2919	32.4346	81	sp|A0R0B0|ODP1_MYCS2	sp|A0R0B0|ODP1_MYCS2	sp|A0R0B0|ODP1_MYCS2 Pyruvate dehydrogenase E1 component OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=aceE PE=1 SV=1
28.5626	28.7717	28.7529	28.8558	29.5578	29.7111	29.4993	28.733	29.0775	29.098	28.8685	29.9994	29.3997	29.3634	29.2214	28.9908	19	sp|A0R0B2|FABD_MYCS2	sp|A0R0B2|FABD_MYCS2	sp|A0R0B2|FABD_MYCS2 Malonyl CoA-acyl carrier protein transacylase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=fabD PE=1 SV=1
